doc_id,district_id,district_name,state,school_year,bargaining_unit,classification,detail,source_url
782,11014,Huntley Comm Sch Dist 158,IL,,custodial_maintenance,not-CBA,title=0 body=0 agenda=0 policy=0/0 kw=7 -> not-CBA,https://www.huntley158.org/fs/resource-manager/view/c1fc225a-cb6a-429a-90b9-4fbaad7bebf1
783,10486,La Grange SD 105 South,IL,,support_staff,needs-OCR,insufficient_text (0 chars),https://drive.google.com/uc?export=download&id=1YznwqvfCx3fBQ8MV9OY7K1RyIPB8eQ3p
784,10486,La Grange SD 105 South,IL,,teachers,needs-OCR,insufficient_text (0 chars),https://drive.google.com/uc?export=download&id=1WyLJS-GyOHAn5_rZH8XfLSlXDZwv3sLu
785,11951,Ball Chatham CUSD 5,IL,,administrators,needs-OCR,insufficient_text (0 chars),https://core-docs.s3.us-east-1.amazonaws.com/documents/asset/uploaded_file/5701/BCCUSD/5865765/BCEA_MOU_2020.11.20_Working_Conditions__Time_Off__and_Administrative_Leave.pdf
786,11951,Ball Chatham CUSD 5,IL,,teachers,needs-OCR,insufficient_text (0 chars),https://files-backend.assets.thrillshare.com/documents/asset/uploaded_file/5701/Bccusd/2c9cc38a-18e1-415f-9df0-9dc49d5d4d60/BCESPA_MOU_Change_of_Holiday_Observance.pdf?disposition=inline
791,10428,Northbrook SD 28,IL,,administrators,unreadable,unreadable (PDF_CORRUPT_OR_UNREADABLE),https://www.northbrook28.net/about-us/public-information/collective-bargaining-agreement
792,10512,Orland SD 135,IL,,food_service,needs-OCR,insufficient_text (0 chars),https://www.orland135.org/fs/resource-manager/view/3ad66af6-1b6c-4550-822f-0d4110f6948b
794,10478,Riverside SD 96,IL,,support_staff,needs-OCR,insufficient_text (0 chars),https://drive.google.com/uc?export=download&id=1e7HSjTd1r9kSi266lzxxXAyHpeKcdGMv
798,11347,Thornton SD 154,IL,,teachers,needs-OCR,insufficient_text (0 chars),https://drive.google.com/uc?export=download&id=1X90P95OT8pw3BsuqW11n1g2hfqf4f5en
800,10676,Pontiac CCSD 429,IL,,teachers,needs-OCR,insufficient_text (0 chars),https://drive.google.com/uc?export=download&id=1PUtnxHpiAd_mgKhtsoWknFqG7GVY2LNx
801,10492,Proviso Twp HSD 209,IL,,custodial_maintenance,needs-OCR,insufficient_text (0 chars),https://www.pths209.org/fs/resource-manager/view/7047cf35-b59b-49b7-b4fa-63166864d308
805,11613,Gardner CCSD 72C,IL,,teachers,needs-OCR,insufficient_text (0 chars),https://www.ggs72.org/vimages/shared/vnews/stories/60b8d3ac01f00/Section%205%20(PERSONNEL).pdf
830,11065,Elmwood CUSD 322,IL,,teachers,needs-OCR,insufficient_text (0 chars),upload://district-11065/teachers/Elmwood_CBA_2023-26__4.26.23_.pdf
834,10988,Edwardsville CUSD 7,IL,,teachers,needs-OCR,insufficient_text (0 chars),upload://district-10988/teachers/EEA2025-2027Contract.pdf
835,10988,Edwardsville CUSD 7,IL,,custodial_maintenance,needs-OCR,insufficient_text (0 chars),upload://district-10988/custodial_maintenance/ESSPAContract.pdf
836,10988,Edwardsville CUSD 7,IL,,secretarial_clerical,needs-OCR,insufficient_text (0 chars),upload://district-10988/secretarial_clerical/SecretaryContract.pdf
1024,22088,Test District tstrq-1782295580625-879645,IL,,teachers,unreadable,file_not_found,https://example.test/tstrq-1782295580625-879645/good-latest.pdf
1025,22088,Test District tstrq-1782295580625-879645,IL,,teachers,unreadable,file_not_found,https://example.test/tstrq-1782295580625-879645/bad.pdf
1026,22088,Test District tstrq-1782295580625-879645,IL,,teachers,unreadable,file_not_found,https://example.test/tstrq-1782295580625-879645/norun.pdf
1027,22088,Test District tstrq-1782295580625-879645,IL,,teachers,unreadable,file_not_found,https://example.test/tstrq-1782295580625-879645/bulk-ids.pdf
1028,22088,Test District tstrq-1782295580625-879645,IL,,teachers,unreadable,file_not_found,https://example.test/tstrq-1782295580625-879645/bulk-doc.pdf
1031,22090,Test District tstrq-1782297904089-446819,IL,,teachers,unreadable,file_not_found,https://example.test/tstrq-1782297904089-446819/good-latest.pdf
1032,22090,Test District tstrq-1782297904089-446819,IL,,teachers,unreadable,file_not_found,https://example.test/tstrq-1782297904089-446819/bad.pdf
1033,22090,Test District tstrq-1782297904089-446819,IL,,teachers,unreadable,file_not_found,https://example.test/tstrq-1782297904089-446819/norun.pdf
1034,22090,Test District tstrq-1782297904089-446819,IL,,teachers,unreadable,file_not_found,https://example.test/tstrq-1782297904089-446819/bulk-ids.pdf
1035,22090,Test District tstrq-1782297904089-446819,IL,,teachers,unreadable,file_not_found,https://example.test/tstrq-1782297904089-446819/bulk-doc.pdf
1038,22092,Test District tstrq-1782298032087-7226,IL,,teachers,unreadable,file_not_found,https://example.test/tstrq-1782298032087-7226/good-latest.pdf
1039,22092,Test District tstrq-1782298032087-7226,IL,,teachers,unreadable,file_not_found,https://example.test/tstrq-1782298032087-7226/bad.pdf
1040,22092,Test District tstrq-1782298032087-7226,IL,,teachers,unreadable,file_not_found,https://example.test/tstrq-1782298032087-7226/norun.pdf
1041,22092,Test District tstrq-1782298032087-7226,IL,,teachers,unreadable,file_not_found,https://example.test/tstrq-1782298032087-7226/bulk-ids.pdf
1042,22092,Test District tstrq-1782298032087-7226,IL,,teachers,unreadable,file_not_found,https://example.test/tstrq-1782298032087-7226/bulk-doc.pdf
1043,10421,Durand CUSD 322,IL,,teachers,unreadable,file_not_found,upload://tstdoc-1782299381898-882254-ok
1044,10421,Durand CUSD 322,IL,,teachers,unreadable,file_not_found,upload://tstdoc-1782299381898-882254-missing
1045,22094,Test District tstrq-1782299408287-194565,IL,,teachers,unreadable,file_not_found,https://example.test/tstrq-1782299408287-194565/good-latest.pdf
1046,22094,Test District tstrq-1782299408287-194565,IL,,teachers,unreadable,file_not_found,https://example.test/tstrq-1782299408287-194565/bad.pdf
1047,22094,Test District tstrq-1782299408287-194565,IL,,teachers,unreadable,file_not_found,https://example.test/tstrq-1782299408287-194565/norun.pdf
1048,22094,Test District tstrq-1782299408287-194565,IL,,teachers,unreadable,file_not_found,https://example.test/tstrq-1782299408287-194565/bulk-ids.pdf
1049,22094,Test District tstrq-1782299408287-194565,IL,,teachers,unreadable,file_not_found,https://example.test/tstrq-1782299408287-194565/bulk-doc.pdf
1052,22096,Test District tstrq-1782300350785-270495,IL,,teachers,unreadable,file_not_found,https://example.test/tstrq-1782300350785-270495/good-latest.pdf
1053,22096,Test District tstrq-1782300350785-270495,IL,,teachers,unreadable,file_not_found,https://example.test/tstrq-1782300350785-270495/bad.pdf
1054,22096,Test District tstrq-1782300350785-270495,IL,,teachers,unreadable,file_not_found,https://example.test/tstrq-1782300350785-270495/norun.pdf
1055,22096,Test District tstrq-1782300350785-270495,IL,,teachers,unreadable,file_not_found,https://example.test/tstrq-1782300350785-270495/bulk-ids.pdf
1056,22096,Test District tstrq-1782300350785-270495,IL,,teachers,unreadable,file_not_found,https://example.test/tstrq-1782300350785-270495/bulk-doc.pdf
1060,22099,ZZ Unit Test tstunit-1782312037714-630489,IL,,teachers,unreadable,file_not_found,upload://tstunit-1782312037714-630489
1061,22100,ZZ Unit Test tstunit-1782312086035-400101,IL,,teachers,unreadable,file_not_found,upload://tstunit-1782312086035-400101
1074,22107,Test District tstrq-1782321037205-215828,IL,,teachers,unreadable,file_not_found,https://example.test/tstrq-1782321037205-215828/good-latest.pdf
1075,22107,Test District tstrq-1782321037205-215828,IL,,teachers,unreadable,file_not_found,https://example.test/tstrq-1782321037205-215828/bad.pdf
1076,22107,Test District tstrq-1782321037205-215828,IL,,teachers,unreadable,file_not_found,https://example.test/tstrq-1782321037205-215828/norun.pdf
1077,22107,Test District tstrq-1782321037205-215828,IL,,teachers,unreadable,file_not_found,https://example.test/tstrq-1782321037205-215828/bulk-ids.pdf
1078,22107,Test District tstrq-1782321037205-215828,IL,,teachers,unreadable,file_not_found,https://example.test/tstrq-1782321037205-215828/bulk-doc.pdf
1079,22108,ZZ Unit Test tstunit-1782321067429-489547,IL,,teachers,unreadable,file_not_found,upload://tstunit-1782321067429-489547
1080,22109,ZZ Unit Test tstunit-1782322130476-256411,IL,,teachers,unreadable,file_not_found,upload://tstunit-1782322130476-256411
1083,22111,Test District tstrq-1782322196736-466023,IL,,teachers,unreadable,file_not_found,https://example.test/tstrq-1782322196736-466023/good-latest.pdf
1084,22111,Test District tstrq-1782322196736-466023,IL,,teachers,unreadable,file_not_found,https://example.test/tstrq-1782322196736-466023/bad.pdf
1085,22111,Test District tstrq-1782322196736-466023,IL,,teachers,unreadable,file_not_found,https://example.test/tstrq-1782322196736-466023/norun.pdf
1086,22111,Test District tstrq-1782322196736-466023,IL,,teachers,unreadable,file_not_found,https://example.test/tstrq-1782322196736-466023/bulk-ids.pdf
1087,22111,Test District tstrq-1782322196736-466023,IL,,teachers,unreadable,file_not_found,https://example.test/tstrq-1782322196736-466023/bulk-doc.pdf
1088,10732,CUSD 200,IL,,teachers,needs-OCR,insufficient_text (0 chars),https://files-backend.assets.thrillshare.com/documents/asset/uploaded_file/3696/Cusd200/461fa813-c728-4cf6-bb95-355f4238a004/Appendix_B_-_Salary_Grades_-_Beginning_with_th.pdf?disposition=inline
1098,10589,Mattoon CUSD 2,IL,,teachers,unreadable,file_not_found,upload://tstdoc-1782339923325-47816-ok
1099,10589,Mattoon CUSD 2,IL,,teachers,unreadable,file_not_found,upload://tstdoc-1782339923325-47816-missing
1100,22116,Test District tstrq-1782339936421-554733,IL,,teachers,unreadable,file_not_found,https://example.test/tstrq-1782339936421-554733/good-latest.pdf
1101,22116,Test District tstrq-1782339936421-554733,IL,,teachers,unreadable,file_not_found,https://example.test/tstrq-1782339936421-554733/bad.pdf
1102,22116,Test District tstrq-1782339936421-554733,IL,,teachers,unreadable,file_not_found,https://example.test/tstrq-1782339936421-554733/norun.pdf
1103,22116,Test District tstrq-1782339936421-554733,IL,,teachers,unreadable,file_not_found,https://example.test/tstrq-1782339936421-554733/bulk-ids.pdf
1104,22116,Test District tstrq-1782339936421-554733,IL,,teachers,unreadable,file_not_found,https://example.test/tstrq-1782339936421-554733/bulk-doc.pdf
1105,22117,ZZ Unit Test tstunit-1782339949061-64330,IL,,teachers,unreadable,file_not_found,upload://tstunit-1782339949061-64330
