doc_id,district_id,district_name,state,school_year,bargaining_unit,classification,detail,source_url
78,10923,Adlai E Stevenson HSD 125,IL,,teachers,not-CBA,title=0 body=0 agenda=0 policy=0/0 kw=6 -> not-CBA,https://www.d125.org/fs/resource-manager/view/f761757c-b55a-4587-b0b0-844838ff93b7
79,10506,Alsip-Hazlgrn-Oaklwn SD 126,IL,,teachers,needs-OCR,insufficient_text (0 chars),https://www.dist126.org/employee-resources/files/documents/Tuition%20Reimbursement%20Form%20-%20Teachers.pdf
81,10895,Antioch CCSD 34,IL,,teachers,needs-OCR,insufficient_text (0 chars),https://www.antioch34.com/fs/resource-manager/view/c844693b-288f-4d09-ae25-aedec8cf3e56
82,11111,Auburn CUSD 10,IL,,teachers,not-CBA,title=0 body=1 agenda=0 policy=0/2 kw=2 -> not-CBA,https://www.auburn.k12.il.us/vimages/shared/vnews/stories/471e255ecba55/5%20220.pdf
86,10411,Belvidere CUSD 100,IL,,teachers,needs-OCR,insufficient_text (0 chars),https://www.district100.com/fs/resource-manager/view/3bcba7cc-6831-41e4-ae37-d4770f56aec4
87,10482,Berwyn South SD 100,IL,,teachers,not-CBA,title=0 body=0 agenda=0 policy=0/0 kw=2 -> not-CBA,https://www.bsd100.org/fs/resource-manager/view/dbfd58ee-7272-4ee0-9bbe-15d122e9d568
88,10876,Bradley SD 61,IL,,teachers,needs-OCR,insufficient_text (0 chars),https://www.bradleyschools.com/fs/resource-manager/view/97960172-9e78-437f-9e57-30ed224d76d9
89,10727,CHSD 94,IL,,teachers,needs-OCR,insufficient_text (0 chars),https://www.d94.org/fs/resource-manager/view/3edf5b7e-f014-410c-96fe-9f50f08690d0
92,10719,Cass SD 63,IL,,teachers,not-CBA,title=0 body=0 agenda=0 policy=0/10 kw=2 -> not-CBA policy_manual,https://www.cassd63.org/fs/resource-manager/view/d25855d9-a858-40be-bd06-c2f939508016
93,11163,Chaney-Monge SD 88,IL,,teachers,needs-OCR,insufficient_text (0 chars),https://chaneymonge.us/sites/default/files/2022-12/Collective%20Bargaining%20Agreement%20FY23-FY26.pdf
94,10565,Dakota CUSD 201,IL,,teachers,needs-OCR,insufficient_text (0 chars),https://www.dakota201.org/vimages/shared/vnews/stories/6503547ea7f2b/SY 24-27 DAKOTA CONTRACT.pdf
97,11808,Decatur SD 61,IL,,teachers,needs-OCR,insufficient_text (0 chars),https://www.dps61.org/cms/lib/IL50010903/Centricity/Domain/1143/WEB DFTA Contract July 1 2025 through June 20 2028 3.0.pdf
99,10521,Dolton SD 148,IL,,teachers,not-CBA,title=0 body=0 agenda=0 policy=0/0 kw=0 -> not-CBA,https://www.district148.net/mentor/files/documents/IMP%20Updates%202024-25/ACEs%20for%20new%20teachers%20aug%202024.pdf
101,10715,Downers Grove GSD 58,IL,,teachers,not-CBA,title=0 body=0 agenda=0 policy=0/0 kw=1 -> not-CBA,https://www.dg58.org/academics/files/documents//6010_3.pdf
103,11380,East Dubuque USD 119,IL,,teachers,not-CBA,title=0 body=1 agenda=0 policy=0/1 kw=0 -> not-CBA,https://www.eastdbqschools.org/fs/resource-manager/view/409df910-7160-4a12-b929-b7cba78d9ede
104,10440,East Maine SD 63,IL,,teachers,needs-OCR,insufficient_text (0 chars),https://www.emsd63.org/fs/resource-manager/view/afb79dcb-37f7-4af4-9892-c9d32d52aef8
105,10740,Edwards County CUSD 1,IL,,teachers,needs-OCR,insufficient_text (0 chars),https://www.edwardscountyschools.org/UserFiles/Servers/Server_64932/File/Administration/Contract%20Agreements/ECTA%202024-2027.pdf
106,10842,Elverado CUSD 196,IL,,teachers,needs-OCR,insufficient_text (0 chars),https://www.elv196.org/administration/district-data/union-contracts/72-eea-contract/file
107,13048,Evergreen Park ESD 124,IL,,teachers,needs-OCR,insufficient_text (0 chars),https://www.d124.org/fs/resource-manager/view/346b4721-e8ab-4883-92da-5f07cf02a348
108,10761,Ewing Northern CCSD 115,IL,,teachers,needs-OCR,insufficient_text (0 chars),https://www.ewinggradeschool.org/UserFiles/Servers/Server_20448887/File/Ewing Teacher Contract 23-26.pdf
109,10610,Flora CUSD 35,IL,,teachers,needs-OCR,insufficient_text (0 chars),https://www.floraschools.com/cms_files/resources/Flora Teachers-2024-2027 Final-Signed.pdf
110,11760,Fox Lake GSD 114,IL,,teachers,needs-OCR,insufficient_text (0 chars),https://www.d114.org/files/documents/D114%20Contractual%20Agreement%207.1.2024%206.30.2028.pdf
112,10910,Fremont SD 79,IL,,teachers,needs-OCR,insufficient_text (0 chars),https://www.fsd79.org/fs/resource-manager/view/7e05c6ae-5dbe-4d60-8f00-589f0d40350c
113,10780,Gardner S Wilmington Twp HSD 73,IL,,teachers,not-CBA,title=0 body=0 agenda=0 policy=0/2 kw=2 -> not-CBA,https://www.gswhs73.org/vimages/shared/vnews/stories/67894cc79054e/GAVC Contract.pdf
115,10724,Glenbard Twp HSD 87,IL,,teachers,needs-OCR,insufficient_text (0 chars),https://www.glenbard87.org/wp-content/uploads/sites/2/2025/10/AFSCME-and-D87-8-1-25-to-6-30-30.pdf
116,10432,Glenview CCSD 34,IL,,teachers,not-CBA,title=0 body=0 agenda=0 policy=0/0 kw=0 -> not-CBA,https://www.glenview34.org/fs/resource-manager/view/c0339129-df54-4245-87af-0d8b06bafc23
117,10990,Granite City CUSD 9,IL,,teachers,needs-OCR,insufficient_text (0 chars),https://www.gcsd9.net/fs/resource-manager/view/7927aef0-4747-4833-bcba-a51afefc9eae
119,10731,Hinsdale CCSD 181,IL,,teachers,needs-OCR,insufficient_text (0 chars),https://www.d181.org/uploaded/Departments/Human_Resources/Human_Resources_Files/FY24-FY27_HCHTA_Contract.pdf
120,10658,Indian Creek CUSD 425,IL,,teachers,needs-OCR,insufficient_text (0 chars),https://www.indiancreekschools.org/pdfs/IC 425 2024-2028 Teachers Contract.pdf
121,10386,Jacksonville SD 117,IL,,teachers,needs-OCR,insufficient_text (0 chars),https://www.jsd117.org/UserFiles/Servers/Server_150964/File/Departments/Human Resources/Union Contract/2022 2024 Contract.pdf
126,11033,Kings Cons SD 144,IL,,teachers,needs-OCR,insufficient_text (0 chars),https://www.kings144.org/_files/ugd/780b07_a695aaff77f84e1f9f7838e904d7004e.pdf
128,10790,Lisbon CCSD 90,IL,,teachers,needs-OCR,insufficient_text (0 chars),https://lisbon.k12.il.us/wp-content/uploads/2025/05/chromebook_user_agreement.pdf
129,11168,Lockport SD 91,IL,,teachers,needs-OCR,insufficient_text (0 chars),http://www.d91.net/uploads/1/1/7/0/11700295/fy27-fy29_final_d91_board___teachers_association_contract_ratified_6-9-26.pdf
130,10956,Lostant CUSD 425,IL,,teachers,not-CBA,title=1 body=1 agenda=0 policy=0/0 kw=4 -> not-CBA,https://www.lostantcomets.org/vimages/shared/vnews/stories/5d28aebc45e39/Lostant CBA 2025-2028.pdf
131,10454,Maine Township HSD 207,IL,,teachers,needs-OCR,insufficient_text (0 chars),https://maine207.org/wp-content/uploads/2026/06/Contracts-Over-25000-2025-2026.pdf
133,10689,McLean County USD 5,IL,,teachers,not-CBA,title=0 body=0 agenda=1 policy=0/0 kw=0 -> not-CBA,https://www.unit5.org/fs/resource-manager/view/035a07e9-5821-4075-a981-a3dcfeeb343b
135,10785,Minooka CCSD 201,IL,,teachers,needs-OCR,insufficient_text (0 chars),https://www.min201.org/fs/resource-manager/view/0ea1631c-e1cf-4c2a-8d4f-c3b936640f16
136,10447,Morton Grove SD 70,IL,,teachers,needs-OCR,insufficient_text (0 chars),https://www.mgsd70.org/board-of-education/files/documents/Teacher Contract/D70 and Park View Council of Teachers Contract 2024-2028.pdf
137,11127,N Pekin & Marquette Hght SD 102,IL,,teachers,needs-OCR,insufficient_text (0 chars),https://www.dist102.org/vimages/shared/vnews/stories/50783ee3a98f4/Signed MASTER CONTRACT 2022.2026.pdf
138,10654,Nashville CHSD 99,IL,,teachers,needs-OCR,insufficient_text (0 chars),https://www.nashville-k12.org/UserFiles/Servers/Server_89234/File/School%20Board/misc_documents/NCHS_Teacehrs_Contract_2023_2026.pdf
139,10592,Neoga CUSD 3,IL,,teachers,needs-OCR,insufficient_text (0 chars),https://www.neoga.k12.il.us/vimages/shared/vnews/stories/5a73276313390/Professional Agreement 24-28.pdf
144,11105,O Fallon Twp HSD 203,IL,,teachers,not-CBA,title=0 body=1 agenda=0 policy=2/6 kw=3 -> not-CBA policy_manual,https://www.oths.us/fs/resource-manager/view/073e4e7e-6121-4db2-a991-33e8166c9321
145,10613,Palestine CUSD 3,IL,,teachers,not-CBA,title=0 body=0 agenda=0 policy=0/0 kw=4 -> not-CBA,https://www.palestinecusd3.net/_files/ugd/2f5b74_febc08071c7c43a992c53b461c966016.pdf
148,11113,Pawnee CUSD 11,IL,,teachers,needs-OCR,insufficient_text (0 chars),https://www.pawneeschools.com/vimages/shared/vnews/stories/4ac57182973a6/doc20240828092823.pdf
149,10944,Peru ESD 124,IL,,teachers,needs-OCR,insufficient_text (0 chars),https://www.perued.net/vimages/shared/vnews/stories/5b66491777ff2/SIGNED FINAL Teacher Contract Agreement 2024-2028 Peru ESD 124 6-10-2024.pdf
150,10575,Rantoul City SD 137,IL,,teachers,not-CBA,title=0 body=2 agenda=0 policy=0/0 kw=1 -> not-CBA,https://www.rcs137.org/fs/resource-manager/view/23bbce3a-3ca7-4a85-a430-9081a55af497
151,10579,Rantoul Township HSD 193,IL,,teachers,not-CBA,title=0 body=0 agenda=0 policy=0/0 kw=0 -> not-CBA,https://rths193.org/fs/resource-manager/view/2e2f0361-4da4-4298-845c-a57a82211eb5
152,11045,River Bend CUSD 2,IL,,teachers,needs-OCR,insufficient_text (0 chars),https://www.riverbendschools.org/vimages/shared/vnews/stories/5d1cc1fc1358f/2023-26 CBA.pdf
156,10854,SD U-46,IL,,teachers,not-CBA,title=0 body=0 agenda=1 policy=0/0 kw=4 -> not-CBA,https://www.u-46.org/fs/resource-manager/view/dc87d1ef-dd62-4e62-aeba-3fab040cf002
159,10464,Schiller Park SD 81,IL,,teachers,needs-OCR,insufficient_text (0 chars),https://www.sd81.org/bo/files/A%202019%20financial%20docs/Signed%20CBA%20FY22-FY26.pdf
161,10802,Southeastern CUSD 337,IL,,teachers,needs-OCR,insufficient_text (0 chars),https://www.southeastern337.com/UserFiles/Servers/Server_1009717/File/District/2024-2025/Misc/Collective Bargaining Agreement 2024-2026.pdf
162,10981,Southwestern CUSD 9,IL,,teachers,not-CBA,title=0 body=1 agenda=0 policy=0/0 kw=5 -> not-CBA,"https://www.piasabirds.net/public-documents/files/docs/Contracts%20in%20Excess%20of%20$25,000.pdf"
163,11027,Sparta CUSD 140,IL,,teachers,not-CBA,title=0 body=0 agenda=0 policy=0/0 kw=1 -> not-CBA,https://www.sparta140.org/_files/ugd/63dffa_473c2af9dd744f4db1f14fea955838d4.pdf
164,10812,Spring Valley CCSD 99,IL,,teachers,needs-OCR,insufficient_text (0 chars),https://www.sv99.org/pages/uploaded_files/21-26 SV99 Teacher Contract.pdf
166,11949,Tri City CUSD 1,IL,,teachers,not-CBA,title=0 body=0 agenda=0 policy=0/0 kw=0 -> not-CBA,https://www.tricityschools.org/_files/ugd/76199b_c4cc477c8b7342cba2fef208b052e511.pdf
167,11161,Union SD 81,IL,,teachers,not-CBA,title=0 body=0 agenda=0 policy=0/0 kw=3 -> not-CBA,https://www.union81.com/wp-content/uploads/2020/07/IFT-concerns-and-parent-guideline-form.pdf
170,10921,Warren Twp HSD 121,IL,,teachers,not-CBA,title=0 body=0 agenda=0 policy=0/3 kw=1 -> not-CBA,https://www.d121.org/fs/resource-manager/view/d1deed40-b2e0-4dce-93a5-b02bb8a3d76a
173,10431,West Northfield SD 31,IL,,teachers,needs-OCR,insufficient_text (0 chars),https://www.district31.net/fs/resource-manager/view/4605b38d-3a2d-45c2-92a6-2fad7429834b
176,10709,Winfield SD 34,IL,,teachers,needs-OCR,insufficient_text (0 chars),https://www.winfield34.org/board/files/documents/Teacher%20Contract%202021-2025.pdf
183,10564,Pearl City CUSD 200,IL,,teachers,needs-OCR,insufficient_text (0 chars),https://www.pcwolves.net/district_info_/teacher_master_contract_2023-2026
184,10675,Rooks Creek CCSD 425,IL,,teachers,needs-OCR,insufficient_text (0 chars),https://www.rookscreek.k12.il.us/fs/resource-manager/view/94fef498-dae9-4fd5-b3b4-d517ce4720c4
185,11030,Steward ESD 220,IL,,teachers,needs-OCR,insufficient_text (0 chars),http://www.stewardschool220.org/uploads/9/1/4/6/91461140/board_policy_manual.pdf
187,11931,Whiteside SD 115,IL,,teachers,needs-OCR,insufficient_text (0 chars),https://www.wssd115.org/vimages/shared/vnews/stories/60ddc8ecc9c92/WFT%20and%20Dist%20115%202021-24%20Contract%20Agreement.pdf
188,10518,Arbor Park SD 145,IL,,transportation,not-CBA,title=0 body=0 agenda=0 policy=0/0 kw=1 -> not-CBA,https://www.arbor145.org/departments/transportation/files/documents/Transportation%20Change%20Request%20Form%20(1).pdf
190,10426,Arlington Heights SD 25,IL,,support_staff,needs-OCR,insufficient_text (0 chars),https://www.sd25.org/fs/resource-manager/view/56376e41-4963-47c7-91d5-a4034fc56d35
191,10856,Aurora West USD 129,IL,,custodial_maintenance,not-CBA,title=0 body=1 agenda=0 policy=0/0 kw=1 -> not-CBA,https://www.sd129.org/fs/resource-manager/view/f9c224cd-2ad2-41f5-a975-410abd6aaad5
192,10856,Aurora West USD 129,IL,,transportation,needs-OCR,insufficient_text (0 chars),https://www.sd129.org/fs/resource-manager/view/2b3c9ad1-5c27-4910-bbf9-a9bcdfe2ffd2
194,10439,CCSD 62,IL,,paraprofessionals,not-CBA,title=0 body=0 agenda=0 policy=0/0 kw=1 -> not-CBA,https://www.d62.org/fs/resource-manager/view/686b62d2-f50c-4b3b-bc63-464978a1646b
195,10728,CHSD 99,IL,,support_staff,not-CBA,title=0 body=1 agenda=0 policy=0/0 kw=3 -> not-CBA,https://www.csd99.org/fs/resource-manager/view/57704cb7-0310-4e28-aacb-6776f7966378
196,10733,CUSD 201,IL,,teachers,not-CBA,title=0 body=0 agenda=0 policy=1/9 kw=3 -> not-CBA policy_manual,https://www.cusd201.org/boe/files/policies/February%202024/0650_PRESS_ISSUE%20113_10_23.pdf
197,10377,CUSD 4,IL,,transportation,needs-OCR,insufficient_text (0 chars),https://www.cusd4.com/UserFiles/Servers/Server_704955/File/2026-2027 Transportation Request.pdf
198,11123,Creve Coeur SD 76,IL,,transportation,not-CBA,title=0 body=0 agenda=0 policy=0/47 kw=1 -> not-CBA policy_manual,https://www.cc76.org/uploads/2/6/7/0/26707673/2025-2026_bus_routes_-_25-26_alternate_route_if_one_driver_is_out_-_am.pdf
201,10662,DeKalb CUSD 428,IL,,food_service,not-CBA,title=0 body=0 agenda=0 policy=0/0 kw=1 -> not-CBA,https://www.dist428.org/UserFiles/Servers/Server_2861384/File/Departments/Food%20Services/Food%20Service%20Charge%20Procedure%202025-2026.pdf
203,10458,Glenbrook HSD 225,IL,,secretarial_clerical,not-CBA,title=0 body=1 agenda=0 policy=0/0 kw=1 -> not-CBA,https://www.glenbrook225.org/fs/resource-manager/view/2764f5e4-27c1-4a02-a5e9-1d0f1e09a980
204,10458,Glenbrook HSD 225,IL,,nurses,not-CBA,title=0 body=1 agenda=0 policy=0/0 kw=1 -> not-CBA,https://www.glenbrook225.org/fs/resource-manager/view/c72bf23f-eeae-46c2-820d-64e7766d557d
206,10874,Grant Park CUSD 6,IL,,custodial_maintenance,needs-OCR,insufficient_text (0 chars),https://www.grantparkdragons.org/documents/employment/sub_custodian.pdf
207,10874,Grant Park CUSD 6,IL,,paraprofessionals,needs-OCR,insufficient_text (0 chars),https://www.grantparkdragons.org/documents/employment/es_special_needs_para.pdf
209,10801,Hamilton CCSD 328,IL,,custodial_maintenance,not-CBA,title=0 body=0 agenda=0 policy=0/0 kw=1 -> not-CBA,https://hhs328.com/wp-content/uploads/2025/10/Custodial.pdf
210,10801,Hamilton CCSD 328,IL,,transportation,needs-OCR,insufficient_text (0 chars),https://hhs328.com/wp-content/uploads/2021/02/Application.pdf
213,10752,Jasper CCSD 17,IL,,food_service,not-CBA,title=0 body=0 agenda=1 policy=0/0 kw=1 -> not-CBA,http://www.jasperpolecats.com/images/docs/Cafeteria_Program_Instructions.pdf
216,10414,Kinnikinnick CCSD 131,IL,,custodial_maintenance,not-CBA,title=0 body=1 agenda=0 policy=0/1 kw=5 -> not-CBA,https://www.kinn131.org/uploads/1/2/8/5/12857008/8_hour_night_custodian.pdf
217,10414,Kinnikinnick CCSD 131,IL,,paraprofessionals,not-CBA,title=0 body=2 agenda=0 policy=0/0 kw=1 -> not-CBA,https://www.kinn131.org/uploads/1/2/8/5/12857008/paraprofessional_.pdf
218,10414,Kinnikinnick CCSD 131,IL,,nurses,not-CBA,title=0 body=0 agenda=0 policy=0/0 kw=3 -> not-CBA,https://www.kinn131.org/uploads/1/2/8/5/12857008/sub_registered_nurse.pdf
219,10803,La Harpe CSD 347,IL,,food_service,not-CBA,title=0 body=0 agenda=2 policy=0/0 kw=1 -> not-CBA,https://www.laharpeeagles.org/vimages/shared/vnews/stories/52338dded8296/Committee%20of%20the%20Whole%20Cafeteria%20Meeting%20March%2012%202025.pdf
220,10942,La Salle-Peru Twp HSD 120,IL,,teachers,not-CBA,title=0 body=0 agenda=0 policy=0/0 kw=0 -> not-CBA,https://www.lphs.net/fs/resource-manager/view/77746387-cba0-4e74-a3a9-0ee201bd29d7
224,10914,Lincolnshire-Prairieview SD 103,IL,,transportation,not-CBA,title=0 body=0 agenda=0 policy=0/0 kw=4 -> not-CBA,https://www.d103.org/uploaded/Transportation_Mendoza_Folder/org_chart_2025_2026.pdf
225,10914,Lincolnshire-Prairieview SD 103,IL,,teachers,not-CBA,title=0 body=1 agenda=0 policy=0/0 kw=2 -> not-CBA,https://www.d103.org/uploaded/Transportation_Mendoza_Folder/charter_requirements.pdf
228,11004,Alden Hebron SD 19,IL,,teachers,not-CBA,title=0 body=2 agenda=1 policy=0/26 kw=1 -> not-CBA policy_manual,https://files-backend.assets.thrillshare.com/documents/asset/uploaded_file/860/Alden_Hebron_School_District_19/4bb3a1a6-7e02-4b25-a2e7-08d767ec98d3/Certified_Staff_Manual_2024.pdf?disposition=inline
234,10828,Bradford CUSD 1,IL,,teachers,needs-OCR,insufficient_text (0 chars),https://hscsed.schoolboard.net/sites/henrystark.schoolboard.net/files/6e_Special%20Education%20Teacher%20Scholarship%20and%20Employment%20Agreement-Anthony%20Roome.pdf
238,10892,Zion ESD 6,IL,,teachers,not-CBA,title=0 body=0 agenda=0 policy=0/0 kw=2 -> not-CBA,https://www.ed.gov/media/document/ilapp10pdf-105899.pdf
248,10623,Bartelso SD 57,IL,,teachers,not-CBA,title=1 body=0 agenda=0 policy=0/0 kw=4 -> not-CBA,https://www.bartelsobraves.com/uploads/2/9/4/6/29464495/cba.pdf
249,10380,Beardstown CUSD 15,IL,,teachers,needs-OCR,insufficient_text (0 chars),https://www.beardstown.com/vimages/shared/vnews/stories/58b709a3be329/BEA%20Contract%202021-2025.pdf
250,11589,Christopher USD 99,IL,,teachers,not-CBA,title=0 body=3 agenda=1 policy=0/0 kw=1 -> not-CBA,https://www.ed.gov/sites/ed/files/policy/eseaflex/il.pdf
254,10989,Bethalto CUSD 8,IL,,teachers,not-CBA,title=1 body=2 agenda=0 policy=0/21 kw=3 -> not-CBA,https://core-docs.s3.us-east-1.amazonaws.com/documents/asset/uploaded_file/4879/Bethalto_CUSD/4449202/Policy_2_260_Uniform_Grievance_Procedure.pdf
257,10880,Bradley Bourbonnais CHSD 307,IL,,teachers,not-CBA,title=1 body=2 agenda=0 policy=1/0 kw=5 -> not-CBA,https://www.bbchs.org/fs/resource-manager/view/1cd8a318-b686-4194-8468-13a4cdd6e319
259,11061,Brimfield CUSD 309,IL,,teachers,needs-OCR,insufficient_text (0 chars),https://core-docs.s3.us-east-1.amazonaws.com/documents/asset/uploaded_file/4881/BCUSD309/4393718/10-25-23.pdf
260,11165,Richland GSD 88A,IL,,teachers,not-CBA,title=0 body=0 agenda=0 policy=0/0 kw=0 -> not-CBA,https://www.ed.gov/media/document/ildappdf-98060.pdf
261,13086,Brookwood SD 167,IL,,teachers,needs-OCR,insufficient_text (0 chars),http://www.brookwood167.org/wp-content/uploads/2021/12/GEA-Signed-Contract_001_v2.pdf
262,10403,Brownstown CUSD 201,IL,,teachers,needs-OCR,insufficient_text (0 chars),https://files-backend.assets.thrillshare.com/documents/asset/uploaded_file/877/Brownstown_Cusd_201/e47f716f-fb8a-4f5f-80c2-088c2f73ec89/BEA_Agreement_2024-25_through_2026-27.pdf?disposition=inline
263,10403,Brownstown CUSD 201,IL,,support_staff,needs-OCR,insufficient_text (0 chars),https://files-backend.assets.thrillshare.com/documents/asset/uploaded_file/877/Brownstown_Cusd_201/7add0747-3234-4e16-a4c2-db0aa984e938/ESP_Agreement_2025_2028_with_Salary_Informatio.pdf?disposition=inline
264,10970,Brussels CUSD 42,IL,,teachers,needs-OCR,insufficient_text (0 chars),https://core-docs.s3.amazonaws.com/documents/asset/uploaded_file/2721/BCUSD42/2478846/collective_bargain_agreement_2022-2023_through_2024-2025-09262022092634.pdf
271,11100,Cahokia CUSD 187,IL,,teachers,not-CBA,title=0 body=0 agenda=0 policy=0/1 kw=1 -> not-CBA,https://ilcourtsaudio.blob.core.windows.net/antilles-resources/resources/162a9a36-996a-425c-abe2-2f163c65e9bf/126212_AEB.pdf
276,10971,Carrollton CUSD 1,IL,,teachers,not-CBA,title=1 body=1 agenda=1 policy=0/10 kw=4 -> not-CBA,https://files-backend.assets.thrillshare.com/documents/asset/uploaded_file/5626/Ccsd/6f6335ef-6efc-4f99-9587-961e2072ad2c/830-Visitors-to-and-Conduct-on-School-Property.pdf?disposition=inline
278,10606,Central A & M CUD 21,IL,,teachers,needs-OCR,insufficient_text (0 chars),https://www.camraiders.com/vimages/shared/vnews/stories/5914c5c70a3b3/2024-2027%20Collective%20Bargaining%20Agreement.pdf
280,10859,Central CUSD 301,IL,,teachers,not-CBA,title=1 body=1 agenda=0 policy=0/0 kw=7 -> not-CBA,https://central301.net/wp-content/uploads/2026/03/31-045-3010-46-Northern-Kane-Cty-Reg-Voc-System-FY25.pdf
281,10644,Centralia SD 135,IL,,teachers,not-CBA,title=1 body=1 agenda=1 policy=4/11 kw=4 -> not-CBA,https://ccs135.com/wp-content/uploads/2024/05/Policy-2-270.pdf
282,10968,Cerro Gordo CUSD 100,IL,,teachers,needs-OCR,insufficient_text (0 chars),https://www.cgbroncos.org/vimages/shared/vnews/stories/584b053e91e8f/teacher%20contract%2020-24.pdf
285,13225,Chicago Public Schools Dist 299,IL,,teachers,needs-OCR,insufficient_text (0 chars),https://www.csc.cps.k12.il.us/purchasing/documents/MultiProject_Labor_Agreement.pdf
290,11372,Cons HSD 230,IL,,teachers,not-CBA,title=0 body=2 agenda=0 policy=0/0 kw=1 -> not-CBA,https://resources.finalsite.net/images/v1718727142/d230org/bgsnleodrgcjivaogsae/Audit_FY2022-23.pdf
292,10605,Stewardson-Strasburg CUD 5A,IL,,teachers,not-CBA,title=1 body=0 agenda=0 policy=0/0 kw=0 -> not-CBA,https://resources.finalsite.net/images/v1734463868/d86hinsdale86org/spxuvaqlb9nntlq8lenv/2024-11-07SchoolReportCardAcademicCommitteeDraft.pdf
293,10772,Crab Orchard CUSD 3,IL,,teachers,not-CBA,title=1 body=2 agenda=0 policy=0/12 kw=6 -> not-CBA,https://core-docs.s3.us-east-1.amazonaws.com/documents/asset/uploaded_file/2414/cocusd3/3761661/Policy-5120.pdf
295,12314,Spring Garden CCSD 178,IL,,teachers,not-CBA,title=0 body=1 agenda=0 policy=0/0 kw=1 -> not-CBA,https://files-backend.assets.thrillshare.com/documents/asset/uploaded_file/4169/Vhs/bc510a7a-f586-4504-aefd-b7e6410ae75e/Buncombe__Cypress__New_Simpson_Hill__Vienna_Gr.pdf?disposition=inline
296,11154,Danville CCSD 118,IL,,custodial_maintenance,needs-OCR,insufficient_text (0 chars),https://www.danville118.org/cms/lib/IL50000642/Centricity/Domain/193/Custodial%20Union%20Contract%202022-2025.pdf
299,10834,DeSoto Cons SD 86,IL,,teachers,not-CBA,title=1 body=2 agenda=0 policy=0/12 kw=6 -> not-CBA,https://files-backend.assets.thrillshare.com/documents/asset/uploaded_file/1795/Desoto_86/b2ee607e-3ec3-4b2f-acd6-ef04e7225835/Policy-5120__1_.pdf?disposition=inline
300,11135,Deer Creek-Mackinaw CUSD 701,IL,,paraprofessionals,not-CBA,title=1 body=0 agenda=0 policy=0/0 kw=6 -> not-CBA,https://cdnsm5-ss18.sharpschool.com/UserFiles/Servers/Server_192508/File/RTI%20Interventionist-Paraprofessional.pdf
301,11135,Deer Creek-Mackinaw CUSD 701,IL,,teachers,needs-OCR,insufficient_text (0 chars),https://cdnsm5-ss18.sharpschool.com/UserFiles/Servers/Server_192508/File/District/Employment%20Opportunities/Job%20Postings/Intermediate%20School%205th%20Grade%20Teacher.pdf
303,10400,Dieterich CUSD 30,IL,,teachers,needs-OCR,insufficient_text (0 chars),https://files-backend.assets.thrillshare.com/documents/asset/uploaded_file/189/Dieterich_Community_Schools/559e654c-6066-47b2-9306-ad736c36e912/Section-5--Personnel-12-9-24.pdf?disposition=inline
304,11120,District 50 Schools,IL,,teachers,not-CBA,title=0 body=3 agenda=1 policy=1/5 kw=6 -> not-CBA policy_manual,https://files-backend.assets.thrillshare.com/documents/asset/uploaded_file/764/Washington_District_50_Schools/234833ca-a915-41a7-9e35-092d96faf1ff/JLH_Handbook_2223_final.pdf?disposition=inline
306,11682,Du Quoin CUSD 300,IL,,teachers,needs-OCR,insufficient_text (0 chars),https://files-backend.assets.thrillshare.com/documents/asset/uploaded_file/550/Du_Quoin_Cusd_300/70287250-9091-476c-aefc-28f77767c74b/Board-minutes-March-16%2C-2026-%281%29.pdf?disposition=inline
316,11176,Elwood CCSD 203,IL,,teachers,not-CBA,title=0 body=0 agenda=0 policy=4/2 kw=2 -> not-CBA policy_manual,https://campussuite-storage.s3.amazonaws.com/prod/812861/dc8528ff-e385-11e6-884f-22000bd8490f/2651749/c026c3ac-474e-11ee-9c8f-0a504d8325f7/file/2023-2024%20Student%20Handbook.pdf
317,11041,Eswood CCSD 269,IL,,teachers,not-CBA,title=1 body=2 agenda=1 policy=0/0 kw=3 -> not-CBA,https://resources.finalsite.net/images/v1721937983/eswoodschoolorg/pcvvuh2hrvfpyv4td4tp/Eswood_CCSD_269_-_Evaluation_Plan.pdf
321,10547,Reavis Twp HSD 220,IL,,teachers,not-CBA,title=1 body=1 agenda=0 policy=1/0 kw=6 -> not-CBA,https://core-docs.s3.amazonaws.com/documents/asset/uploaded_file/3045/LTHSD/2599745/Budget_Narrative_and_Overview_FY23.pdf
323,10729,Fenton CHSD 100,IL,,teachers,not-CBA,title=1 body=1 agenda=0 policy=2/4 kw=6 -> not-CBA,https://www.fenton100.org/fs/resource-manager/view/90628563-124d-4420-9af4-013fd6642a44
332,10624,Germantown SD 60,IL,,teachers,needs-OCR,insufficient_text (0 chars),https://files-backend.assets.thrillshare.com/documents/asset/uploaded_file/2239/Gesdil/01ce13c3-8b90-41d8-9ce7-a243c8da3584/Signed_Contract_081524.pdf?disposition=inline
333,10624,Germantown SD 60,IL,,administrators,not-CBA,title=1 body=0 agenda=0 policy=4/1 kw=5 -> not-CBA,https://core-docs.s3.amazonaws.com/documents/asset/uploaded_file/1364527/5_100-AP_Administrative_Procedure_-_Staff_Development_Program.pdf
