RCDTS,NCES_ID,District,County,Website,Unit,PDF_Filename,PDF_Size_KB,Folder_Name
350501220,1722080,La Salle ESD 122,La Salle,http://www.lasalleschools.net,Custodial,CBA_Custodians_Local138_2023-2028.pdf,1210.6,La_Salle_ESD_122
350501220,1722080,La Salle ESD 122,La Salle,http://www.lasalleschools.net,Teachers,CBA_LEA_Teachers_2025-2029.pdf,2334.1,La_Salle_ESD_122
350501220,1722080,La Salle ESD 122,La Salle,http://www.lasalleschools.net,Paraprofessionals,CBA_Paraprofessionals_2022-2026.pdf,495.9,La_Salle_ESD_122
280060940,1721510,Ladd CCSD 94,Bureau,http://www.laddccsd94.com,CBA (Unit Unspecified),2024-2027-LEA-CBA.pdf,839.3,Ladd_CCSD_94
340490650,1721720,Lake Bluff ESD 65,Lake,http://www.lb65.org,CBA (Unit Unspecified),LBTC_CBA_1998-2001.pdf,4201.6,Lake_Bluff_ESD_65
340490650,1721720,Lake Bluff ESD 65,Lake,http://www.lb65.org,CBA (Unit Unspecified),LBTC_CBA_2003-2007.pdf,4202.8,Lake_Bluff_ESD_65
340490650,1721720,Lake Bluff ESD 65,Lake,http://www.lb65.org,CBA (Unit Unspecified),LBTC_CBA_2007-2012.pdf,5134.3,Lake_Bluff_ESD_65
340490650,1721720,Lake Bluff ESD 65,Lake,http://www.lb65.org,CBA (Unit Unspecified),LBTC_CBA_2011-2014.pdf,2322.9,Lake_Bluff_ESD_65
340490650,1721720,Lake Bluff ESD 65,Lake,http://www.lb65.org,CBA (Unit Unspecified),LBTC_CBA_2013-2015.pdf,606.6,Lake_Bluff_ESD_65
340490650,1721720,Lake Bluff ESD 65,Lake,http://www.lb65.org,CBA (Unit Unspecified),LBTC_CBA_2015-2019.pdf,1897.9,Lake_Bluff_ESD_65
340490650,1721720,Lake Bluff ESD 65,Lake,http://www.lb65.org,CBA (Unit Unspecified),LBTC_CBA_2019-2024.pdf,1115.3,Lake_Bluff_ESD_65
340490650,1721720,Lake Bluff ESD 65,Lake,http://www.lb65.org,CBA (Unit Unspecified),LBTC_CBA_2024-2029.pdf,1624.3,Lake_Bluff_ESD_65
340491150,1721780,Lake Forest CHSD 115,Lake,http://lfhs.org,Unknown,LFEA_2023-2026_Negotiated_Agreement.pdf,1197.7,Lake_Forest_CHSD_115
340491150,1721780,Lake Forest CHSD 115,Lake,http://lfhs.org,CBA (Unit Unspecified),LFEA_CBA_2023-2028.pdf,466.7,Lake_Forest_CHSD_115
340490670,1721750,Lake Forest SD 67,Lake,,Unknown,LFEA_2023-2026.pdf,1197.7,Lake_Forest_SD_67
340490670,1721750,Lake Forest SD 67,Lake,,Unknown,SEIU_2022-2027.pdf,434.0,Lake_Forest_SD_67
190221080,1721840,Lake Park CHSD 108,Dupage,https://www.lphs.org,Unknown,Contractual_Agreement.pdf,8.7,Lake_Park_CHSD_108
340490410,1721870,Lake Villa CCSD 41,Lake,https://www.district41.org/,CBA (Unit Unspecified),Lake_Villa_CBA_2025-2029.pdf,975.8,Lake_Villa_CCSD_41
340490950,1721900,Lake Zurich CUSD 95,Lake,http://www.lz95.org,Unknown,MasterContract_2022-2026.pdf,923.5,Lake_Zurich_CUSD_95
070161580,1722020,Lansing SD 158,Cook,http://www.d158.net,Unknown,D158_2022-2027_LEA_PNA.pdf,365.5,Lansing_SD_158
070161580,1722020,Lansing SD 158,Cook,http://www.d158.net,CBA (Unit Unspecified),LEFA_D158_2023-2028_CBA.pdf,372.4,Lansing_SD_158
56099070C,1722050,Laraway CCSD 70C,Will,,Teachers,2022-2027_Teachers_Contract_Signed.pdf,2019.2,Laraway_CCSD_70C
120510200,1722150,Lawrence County CUD 20,Lawrence,http://www.cusd20.com,Unknown,ELEA_Contract_2025-2028.pdf,2704.5,Lawrence_County_CUD_20
170640020,1722620,LeRoy CUSD 2,McLean,http://www.leroyk12.org,CBA (Unit Unspecified),LeRoy_CBA.pdf,677.9,LeRoy_CUSD_2
500820090,1722300,Lebanon CUSD 9,Saint Clair,http://lcusd9.org/,Teachers,Teacher_Contract_2019-2022.pdf,1301.1,Lebanon_CUSD_9
500820090,1722300,Lebanon CUSD 9,Saint Clair,http://lcusd9.org/,Teachers,Teacher_Contract_2022-2025.pdf,4068.8,Lebanon_CUSD_9
500820090,1722300,Lebanon CUSD 9,Saint Clair,http://lcusd9.org/,Teachers,Teacher_Contract_2025-26.pdf,2390.0,Lebanon_CUSD_9
350500010,1722870,Leland CUSD 1,La Salle,http://www.leland1.org,CBA (Unit Unspecified),CBA.pdf,1477.4,Leland_CUSD_1
350500010,1722870,Leland CUSD 1,La Salle,http://www.leland1.org,CBA (Unit Unspecified),CBA_2021-2024.pdf,1477.4,Leland_CUSD_1
350500010,1722870,Leland CUSD 1,La Salle,http://www.leland1.org,CBA (Unit Unspecified),CBA_2021-2024_keep.pdf,1477.4,Leland_CUSD_1
07016113A,1707290,Lemont-Bromberek CSD 113A,Cook,http://www.sd113a.org,Custodial,Custodians_Maint_BusDrivers_2024-2028.pdf,464.1,Lemont-Bromberek_CSD_113A
07016113A,1707290,Lemont-Bromberek CSD 113A,Cook,http://www.sd113a.org,Custodial,Custodians_Maint_BusDrivers_MOU.pdf,41.7,Lemont-Bromberek_CSD_113A
07016113A,1707290,Lemont-Bromberek CSD 113A,Cook,http://www.sd113a.org,Support Staff,Support_Staff_2023-2026.pdf,401.9,Lemont-Bromberek_CSD_113A
07016113A,1707290,Lemont-Bromberek CSD 113A,Cook,http://www.sd113a.org,Support Staff,Support_Staff_MOU_2026-03-18.pdf,76.6,Lemont-Bromberek_CSD_113A
07016113A,1707290,Lemont-Bromberek CSD 113A,Cook,http://www.sd113a.org,Teachers,Teachers_Contract_2023-2026.pdf,643.4,Lemont-Bromberek_CSD_113A
07016113A,1707290,Lemont-Bromberek CSD 113A,Cook,http://www.sd113a.org,Teachers,Teachers_Contract_2023-2026_campussuite.pdf,2065.0,Lemont-Bromberek_CSD_113A
07016113A,1707290,Lemont-Bromberek CSD 113A,Cook,http://www.sd113a.org,Teachers,Teachers_MOU_2026-03-18.pdf,91.1,Lemont-Bromberek_CSD_113A
070162100,1722500,Lemont Twp HSD 210,Cook,http://www.lhs210.net,Unknown,ALT_Base_Salary_Schedule_2023-27.pdf,70.1,Lemont_Twp_HSD_210
070162100,1722500,Lemont Twp HSD 210,Cook,http://www.lhs210.net,Unknown,ALT_Stipend_Schedule_2023-27.pdf,64.9,Lemont_Twp_HSD_210
070162100,1722500,Lemont Twp HSD 210,Cook,http://www.lhs210.net,Unknown,LHS_ALTContract2327.pdf,290.6,Lemont_Twp_HSD_210
070162100,1722500,Lemont Twp HSD 210,Cook,http://www.lhs210.net,Unknown,LHS_BGContract_Local7.pdf,1341.5,Lemont_Twp_HSD_210
070162100,1722500,Lemont Twp HSD 210,Cook,http://www.lhs210.net,Unknown,LHS_LSSAContract_2023-26.pdf,1084.2,Lemont_Twp_HSD_210
080892020,1722530,Lena Winslow CUSD 202,Stephenson,http://www.le-win.net/,Support Staff,LWESPA_Support_Staff_Contract_2025-28.pdf,631.2,Lena_Winslow_CUSD_202
080892020,1722530,Lena Winslow CUSD 202,Stephenson,http://www.le-win.net/,Teachers,LWTA_Certified_Teacher_Contract_2024-2027.pdf,1341.2,Lena_Winslow_CUSD_202
260290970,1700153,Lewistown CUSD 97,Fulton,,Unknown,Certified_Contract_25-29.pdf,1626.4,Lewistown_CUSD_97
170640070,1722710,Lexington CUSD 7,McLean,http://www.lexington.k12.il.us,Unknown,LEA_Contract_2026-2029.pdf,845.9,Lexington_CUSD_7
060162120,1722740,Leyden CHSD 212,Cook,http://www.leyden212.org,Support Staff,Leyden212_EducationalSupportPersonnel_2023-2028.pdf,4404.4,Leyden_CHSD_212
060162120,1722740,Leyden CHSD 212,Cook,http://www.leyden212.org,Unknown,Leyden212_Maintenance_2025-2028.pdf,290.1,Leyden_CHSD_212
060162120,1722740,Leyden CHSD 212,Cook,http://www.leyden212.org,Unknown,Leyden212_SEIU_2020-2025.pdf,3359.1,Leyden_CHSD_212
060162120,1722740,Leyden CHSD 212,Cook,http://www.leyden212.org,Teachers,Leyden212_Teachers_2023-2027.pdf,3382.0,Leyden_CHSD_212
010010020,1722770,Liberty CUSD 2,Adams,http://www.libertyschool.net,Teachers,Liberty_Teachers_CBA_2024-2027.pdf,533.7,Liberty_CUSD_2
340490700,1722800,Libertyville SD 70,Lake,,Unknown,Professional_Negotiation_Agreement_2023-2028.pdf,579.8,Libertyville_SD_70
300910160,1722860,Lick Creek CCSD 16,Union,https://lickcreekccsd.schoolinsites.com/,CBA (Unit Unspecified),Lick_Creek_CBA.pdf,722.8,Lick_Creek_CCSD_16
480723160,1722920,Limestone Walters CCSD 316,Peoria,http://www.limestonewalters.com,CBA (Unit Unspecified),LW_CBA_2025-2027.pdf,1343.3,Limestone_Walters_CCSD_316
170544040,1723050,Lincoln CHSD 404,Logan,http://www.lchs.k12.il.us,Unknown,LCHSEA_Contract_2022-2027.pdf,2258.3,Lincoln_CHSD_404
070161560,1708100,Lincoln ESD 156,Cook,http://l156.org,Paraprofessionals,Paraprofessionals_CBA.pdf,5910.6,Lincoln_ESD_156
070161560,1708100,Lincoln ESD 156,Cook,http://l156.org,Teachers,Teachers_CBA.pdf,12288.7,Lincoln_ESD_156
170540270,1722980,Lincoln ESD 27,Logan,http://www.lincoln27.com,Unknown,Master_Contract_2023-2026_LEEO.pdf,454.6,Lincoln_ESD_27
560992100,1723070,Lincoln Way CHSD 210,Will,http://www.lw210.org,Unknown,LWEA_2021-2024.pdf,1354.3,Lincoln_Way_CHSD_210
560992100,1723070,Lincoln Way CHSD 210,Will,http://www.lw210.org,Unknown,LWEA_2024-2029.pdf,694.9,Lincoln_Way_CHSD_210
340491030,1723090,Lincolnshire-Prairieview SD 103,Lake,http://www.d103.org,Unknown,LPVTA_MasterContract_2024-2028.pdf,1810.3,Lincolnshire-Prairieview_SD_103
340491030,1723090,Lincolnshire-Prairieview SD 103,Lake,http://www.d103.org,Unknown,LPVTA_MasterContract_2024-2028_v2.pdf,1810.3,Lincolnshire-Prairieview_SD_103
050160740,1723100,Lincolnwood SD 74,Cook,http://sd74.org,Unknown,LSSU_2026-2030.pdf,481.8,Lincolnwood_SD_74
050160740,1723100,Lincolnwood SD 74,Cook,http://sd74.org,Unknown,LTA_2025-2029.pdf,2503.7,Lincolnwood_SD_74
060160920,1713440,Lindop SD 92,Cook,http://lindop92.net,Unknown,LSSA_IEA-NEA_2011-2014.pdf,612.6,Lindop_SD_92
060160920,1713440,Lindop SD 92,Cook,http://lindop92.net,Unknown,LSSA_IEA-NEA_2014-2018.pdf,617.5,Lindop_SD_92
060160920,1713440,Lindop SD 92,Cook,http://lindop92.net,Unknown,LSSA_IEA-NEA_2018-2021.pdf,1279.2,Lindop_SD_92
060160920,1713440,Lindop SD 92,Cook,http://lindop92.net,Unknown,LSSA_IEA-NEA_2021-2025.pdf,1278.3,Lindop_SD_92
060160920,1713440,Lindop SD 92,Cook,http://lindop92.net,Unknown,LSSA_IEA-NEA_2025-2028.pdf,1522.6,Lindop_SD_92
060160920,1713440,Lindop SD 92,Cook,http://lindop92.net,Unknown,LTA_IEA-NEA_2012-2014.pdf,805.2,Lindop_SD_92
060160920,1713440,Lindop SD 92,Cook,http://lindop92.net,Unknown,LTA_IEA-NEA_2014-2017.pdf,830.5,Lindop_SD_92
060160920,1713440,Lindop SD 92,Cook,http://lindop92.net,Unknown,LTA_IEA-NEA_2017-2020.pdf,2089.1,Lindop_SD_92
060160920,1713440,Lindop SD 92,Cook,http://lindop92.net,Unknown,LTA_IEA-NEA_2020-2023.pdf,1761.6,Lindop_SD_92
060160920,1713440,Lindop SD 92,Cook,http://lindop92.net,Unknown,LTA_IEA-NEA_2023-2026.pdf,2152.1,Lindop_SD_92
060160920,1713440,Lindop SD 92,Cook,http://lindop92.net,Unknown,LTA_MOU_2025-2026.pdf,124.5,Lindop_SD_92
240470900,1723160,Lisbon CCSD 90,Kendall,http://www.lisbon.k12.il.us,Teachers,CBA_2024-2029_Teacher_Agreement.pdf,624.6,Lisbon_CCSD_90
190222020,1723200,Lisle CUSD 202,Dupage,http://lisle202.org,Unknown,CEAL_Contract_2025-2027.pdf,809.9,Lisle_CUSD_202
190222020,1723200,Lisle CUSD 202,Dupage,http://lisle202.org,Unknown,CEAL_Contract_boardbook.pdf,78.9,Lisle_CUSD_202
190222020,1723200,Lisle CUSD 202,Dupage,http://lisle202.org,Unknown,LEA_Contract_2022-2024.pdf,706.6,Lisle_CUSD_202
190222020,1723200,Lisle CUSD 202,Dupage,http://lisle202.org,Unknown,LEA_Contract_2024-2027.pdf,1336.6,Lisle_CUSD_202
030680120,1723250,Litchfield CUSD 12,Montgomery,http://www.litchfieldpanthers.org,Unknown,LEA_Contract_2025-2027.pdf,519.2,Litchfield_CUSD_12
560990910,1709210,Lockport SD 91,Will,http://www.d91.net,Teachers,d91_teacher_union_contract_fy23-fy26.pdf,1480.4,Lockport_SD_91
560990910,1709210,Lockport SD 91,Will,http://www.d91.net,Teachers,fy27-fy29_final_d91_board___teachers_association_contract_ratified_6-9-26.pdf,1634.4,Lockport_SD_91
560990910,1709210,Lockport SD 91,Will,http://www.d91.net,Unknown,mou_10-14-25_section_6.9.pdf,34.4,Lockport_SD_91
560990910,1709210,Lockport SD 91,Will,http://www.d91.net,Unknown,mou_10-9-24_schedule_b.pdf,97.9,Lockport_SD_91
560990910,1709210,Lockport SD 91,Will,http://www.d91.net,Unknown,mou_5-13-24_schedule_b.pdf,56.5,Lockport_SD_91
560990910,1709210,Lockport SD 91,Will,http://www.d91.net,Unknown,mou_5-13-24_section_6.9.pdf,35.5,Lockport_SD_91
560990910,1709210,Lockport SD 91,Will,http://www.d91.net,Unknown,mou_6-3-25_section_7.1_sick_leave.pdf,54.5,Lockport_SD_91
560990910,1709210,Lockport SD 91,Will,http://www.d91.net,Unknown,mou_9-12-23_schedule_b.pdf,111.6,Lockport_SD_91
560992050,1723350,Lockport Twp HSD 205,Will,http://www.lths.org,CBA (Unit Unspecified),2026-2029-ESP-CBA.pdf,855.3,Lockport_Twp_HSD_205
560992050,1723350,Lockport Twp HSD 205,Will,http://www.lths.org,CBA (Unit Unspecified),FINAL_CBA-ESP-2021-2026.pdf,332.1,Lockport_Twp_HSD_205
560992050,1723350,Lockport Twp HSD 205,Will,http://www.lths.org,Teachers,FINAL_TEACHERS_CBA_2024-2027.pdf,455.6,Lockport_Twp_HSD_205
560992050,1723350,Lockport Twp HSD 205,Will,http://www.lths.org,Unknown,MOU-AP_Coordinator_Release_Time_8-25-2025.pdf,24.7,Lockport_Twp_HSD_205
560992050,1723350,Lockport Twp HSD 205,Will,http://www.lths.org,Unknown,MOU-Athletic_Trainers_4-29-2025.pdf,0.1,Lockport_Twp_HSD_205
560992050,1723350,Lockport Twp HSD 205,Will,http://www.lths.org,Unknown,MOU-Athletic_Trainers_4-29-2025_v2.pdf,455.6,Lockport_Twp_HSD_205
560992050,1723350,Lockport Twp HSD 205,Will,http://www.lths.org,Unknown,MOU-Building_Supervision_10_28_2024.pdf,41.9,Lockport_Twp_HSD_205
560992050,1723350,Lockport Twp HSD 205,Will,http://www.lths.org,Unknown,MOU-ESP_Retirement_Benefits-Sick_Leave_8-21-2024.pdf,33.9,Lockport_Twp_HSD_205
560992050,1723350,Lockport Twp HSD 205,Will,http://www.lths.org,Unknown,MOU-ESP_Salary_Negotiations_9-4-2024.pdf,27.4,Lockport_Twp_HSD_205
560992050,1723350,Lockport Twp HSD 205,Will,http://www.lths.org,Unknown,MOU-Fall_Musical-Spring_Play_5_30_2025.pdf,26.5,Lockport_Twp_HSD_205
560992050,1723350,Lockport Twp HSD 205,Will,http://www.lths.org,Unknown,MOU-Girls-Flag-Football-5-21-2026.pdf,32.0,Lockport_Twp_HSD_205
560992050,1723350,Lockport Twp HSD 205,Will,http://www.lths.org,Unknown,MOU-McKinne-Vento-and-Foster-Care-Liaison-5-21-2026.pdf,40.7,Lockport_Twp_HSD_205
560992050,1723350,Lockport Twp HSD 205,Will,http://www.lths.org,Unknown,MOU-Office_Professional_Position_Chart.pdf,102.6,Lockport_Twp_HSD_205
560992050,1723350,Lockport Twp HSD 205,Will,http://www.lths.org,Unknown,MOU-PT_to_FT_Office_Professional.pdf,75.0,Lockport_Twp_HSD_205
560992050,1723350,Lockport Twp HSD 205,Will,http://www.lths.org,Unknown,MOU-Seal-of-Biliteracy_Release_Period_4-16-2026.pdf,32.9,Lockport_Twp_HSD_205
560992050,1723350,Lockport Twp HSD 205,Will,http://www.lths.org,Teachers,MOU-Teachers_Cocurricular_Positions-International_Travel_Stipend_8-21-2024.pdf,26.9,Lockport_Twp_HSD_205
560992050,1723350,Lockport Twp HSD 205,Will,http://www.lths.org,Unknown,MOU_Assessment_Coordinator_3_18_2025.pdf,36.8,Lockport_Twp_HSD_205
560992050,1723350,Lockport Twp HSD 205,Will,http://www.lths.org,CBA (Unit Unspecified),Revised_Salary_Schedule_Appendices-CBA-ESP-2024-2026.pdf,146.9,Lockport_Twp_HSD_205
190220440,1723460,Lombard SD 44,Dupage,http://www.sd44.org,Unknown,LEA_Contract_2021-2026.pdf,2698.5,Lombard_SD_44
190220440,1723460,Lombard SD 44,Dupage,http://www.sd44.org,Unknown,LTAA_Contract_2022-2027.pdf,3131.0,Lombard_SD_44
350504250,1700120,Lostant CUSD 425,La Salle,http://www.lostantcomets.org,CBA (Unit Unspecified),CBA_2021-2025.pdf,810.0,Lostant_CUSD_425
350504250,1700120,Lostant CUSD 425,La Salle,http://www.lostantcomets.org,CBA (Unit Unspecified),CBA_2025-2028.pdf,5459.1,Lostant_CUSD_425
350504250,1700120,Lostant CUSD 425,La Salle,http://www.lostantcomets.org,CBA (Unit Unspecified),CBA_MOU_2025-2028.pdf,62.6,Lostant_CUSD_425
060161030,1723850,Lyons SD 103,Cook,http://www.lyons103.org,CBA (Unit Unspecified),Custodial_CBA_2022-2025.pdf,910.2,Lyons_SD_103
060161030,1723850,Lyons SD 103,Cook,http://www.lyons103.org,CBA (Unit Unspecified),Full-Time_Aides_CBA_2022-2025.pdf,1388.0,Lyons_SD_103
060161030,1723850,Lyons SD 103,Cook,http://www.lyons103.org,Unknown,SEIU73_Aides_2023-2025.pdf,1657.0,Lyons_SD_103
060161030,1723850,Lyons SD 103,Cook,http://www.lyons103.org,Teachers,Teacher_CBA_2025-2029.pdf,19798.1,Lyons_SD_103
060162040,1723880,Lyons Twp HSD 204,Cook,,Unknown,LTHS204_EducationAssoc_NegotiatedAgreement_2023-2028.pdf,3822.3,Lyons_Twp_HSD_204
060162040,1723880,Lyons Twp HSD 204,Cook,,Unknown,LTHS204_ParaEducators_NegotiatedAgreement_2025-2029.pdf,2407.5,Lyons_Twp_HSD_204
060162040,1723880,Lyons Twp HSD 204,Cook,,CBA (Unit Unspecified),LTHS204_SEIU_CBA_2022-2027.pdf,4073.3,Lyons_Twp_HSD_204
060162040,1723880,Lyons Twp HSD 204,Cook,,Custodial,LTHS204_SEIU_Custodians_2017-2022.pdf,229.2,Lyons_Twp_HSD_204
060162040,1723880,Lyons Twp HSD 204,Cook,,Custodial,LTHS204_SEIU_Custodians_2022-2027.pdf,1055.7,Lyons_Twp_HSD_204
260621850,1723920,Macomb CUSD 185,McDonough,http://www.macomb185.org,CBA (Unit Unspecified),2020-2024-MEA-CBA.pdf,8432.3,Macomb_CUSD_185
260621850,1723920,Macomb CUSD 185,McDonough,http://www.macomb185.org,CBA (Unit Unspecified),2025-2028-MESPA-CBA.pdf,13847.8,Macomb_CUSD_185
260621850,1723920,Macomb CUSD 185,McDonough,http://www.macomb185.org,CBA (Unit Unspecified),MEA-2024-2028-CBA.pdf,2192.0,Macomb_CUSD_185
410570120,1723970,Madison CUSD 12,Madison,http://www.madisoncusd12.org,Unknown,MAA_2023-2027.pdf,535.7,Madison_CUSD_12
410570120,1723970,Madison CUSD 12,Madison,http://www.madisoncusd12.org,Unknown,MEA_2022-2026.pdf,290.1,Madison_CUSD_12
410570120,1723970,Madison CUSD 12,Madison,http://www.madisoncusd12.org,Unknown,MEA_2025-2029.pdf,1203.7,Madison_CUSD_12
410570120,1723970,Madison CUSD 12,Madison,http://www.madisoncusd12.org,Unknown,NJEA_Facilities_2023-2027.pdf,690.4,Madison_CUSD_12
190220600,1724000,Maercker SD 60,Dupage,http://www.maercker.org,Unknown,MEA_2022-23-2025-26_Contract.pdf,584.6,Maercker_SD_60
190220600,1724000,Maercker SD 60,Dupage,http://www.maercker.org,Unknown,MEA_Contract_2022-2026.pdf,584.6,Maercker_SD_60
190220600,1724000,Maercker SD 60,Dupage,http://www.maercker.org,Unknown,MEA_Contract_Thrillshare.pdf,584.6,Maercker_SD_60
090100030,1724060,Mahomet-Seymour CUSD 3,Champaign,http://www.mahometseymour.org,CBA (Unit Unspecified),CBA_Part_A_2022-2026.pdf,711.1,Mahomet-Seymour_CUSD_3
090100030,1724060,Mahomet-Seymour CUSD 3,Champaign,http://www.mahometseymour.org,CBA (Unit Unspecified),CBA_Part_B_2022-2026.pdf,437.6,Mahomet-Seymour_CUSD_3
090100030,1724060,Mahomet-Seymour CUSD 3,Champaign,http://www.mahometseymour.org,Unknown,MOU_Extra_Duty_Pay.pdf,319.1,Mahomet-Seymour_CUSD_3
090100030,1724060,Mahomet-Seymour CUSD 3,Champaign,http://www.mahometseymour.org,Unknown,MOU_Girls_Flag_Football_Stipends.pdf,226.5,Mahomet-Seymour_CUSD_3
090100030,1724060,Mahomet-Seymour CUSD 3,Champaign,http://www.mahometseymour.org,Unknown,MOU_HSA_Contributions.pdf,312.0,Mahomet-Seymour_CUSD_3
090100030,1724060,Mahomet-Seymour CUSD 3,Champaign,http://www.mahometseymour.org,Unknown,MOU_Mentor_Stipends.pdf,412.6,Mahomet-Seymour_CUSD_3
090100030,1724060,Mahomet-Seymour CUSD 3,Champaign,http://www.mahometseymour.org,Unknown,MOU_Retirement_Incentive.pdf,1591.7,Mahomet-Seymour_CUSD_3
090100030,1724060,Mahomet-Seymour CUSD 3,Champaign,http://www.mahometseymour.org,Unknown,MOU_SAM_Program.pdf,1657.5,Mahomet-Seymour_CUSD_3
090100030,1724060,Mahomet-Seymour CUSD 3,Champaign,http://www.mahometseymour.org,Unknown,MOU_Student_Growth_in_Evaluations.pdf,103.2,Mahomet-Seymour_CUSD_3
050162070,1724090,Maine Township HSD 207,Cook,http://www.maine207.org,CBA (Unit Unspecified),207EA_CBA_2024-2029.pdf,1036.4,Maine_Township_HSD_207
050162070,1724090,Maine Township HSD 207,Cook,http://www.maine207.org,CBA (Unit Unspecified),CBA_2022-2027_fully_executed.pdf,4258.3,Maine_Township_HSD_207
UNKNOWN,,Maine_Twp_HSD_207,UNKNOWN,,Unknown,207EA_BOE_Contract_2024-2029.pdf,1036.4,Maine_Twp_HSD_207
UNKNOWN,,Maine_Twp_HSD_207,UNKNOWN,,CBA (Unit Unspecified),CBA_2022-2027.pdf,4258.3,Maine_Twp_HSD_207
UNKNOWN,,Maine_Twp_HSD_207,UNKNOWN,,Unknown,MTA_BOE_Contract_2014-2020.pdf,5420.3,Maine_Twp_HSD_207
280060840,1724120,Malden CCSD 84,Bureau,http://maldengradeschool.org/administration/index.htm,CBA (Unit Unspecified),2013-2016-CBA.pdf,170.7,Malden_CCSD_84
280060840,1724120,Malden CCSD 84,Bureau,http://maldengradeschool.org/administration/index.htm,CBA (Unit Unspecified),2016-2019-CBA.pdf,163.0,Malden_CCSD_84
280060840,1724120,Malden CCSD 84,Bureau,http://maldengradeschool.org/administration/index.htm,CBA (Unit Unspecified),2019-2023-CBA.pdf,170.8,Malden_CCSD_84
280060840,1724120,Malden CCSD 84,Bureau,http://maldengradeschool.org/administration/index.htm,CBA (Unit Unspecified),2023-2027-CBA.pdf,1586.1,Malden_CCSD_84
060160830,1724330,Mannheim SD 83,Cook,http://www.d83.org,Unknown,Master_Agreement_2025-2030.pdf,8788.0,Mannheim_SD_83
060160830,1724330,Mannheim SD 83,Cook,http://www.d83.org,Unknown,MTA_Agreement_2022-2025.pdf,3435.3,Mannheim_SD_83
320460050,1724390,Manteno CUSD 5,Kankakee,http://www.manteno5.org,Unknown,MEA_Contract_2018-2023.pdf,1548.1,Manteno_CUSD_5
320460050,1724390,Manteno CUSD 5,Kankakee,http://www.manteno5.org,Unknown,MEA_Contract_2026-2029.pdf,1900.4,Manteno_CUSD_5
440631650,1700077,Marengo-Union E Cons D 165,McHenry,http://marengo165.org,Unknown,MAEA_Contract_2017-2022.pdf,483.0,Marengo-Union_E_Cons_D_165
440631650,1700077,Marengo-Union E Cons D 165,McHenry,http://marengo165.org,Unknown,MAEA_Contract_2022-2027.pdf,1327.7,Marengo-Union_E_Cons_D_165
440631650,1700077,Marengo-Union E Cons D 165,McHenry,http://marengo165.org,Unknown,MESS_Contract_2022-2026.pdf,1072.3,Marengo-Union_E_Cons_D_165
440631540,1724570,Marengo CHSD 154,McHenry,,Unknown,Professional_Negotiation_Agreement.pdf,661.0,Marengo_CHSD_154
211000020,1724600,Marion CUSD 2,Williamson,http://www.marionunit2.org,Custodial,Custodian_Contract_2024-2028.pdf,1051.0,Marion_CUSD_2
211000020,1724600,Marion CUSD 2,Williamson,http://www.marionunit2.org,Unknown,Food_Service_Contract_2022-2026.pdf,1020.6,Marion_CUSD_2
211000020,1724600,Marion CUSD 2,Williamson,http://www.marionunit2.org,Unknown,MEA_Contract_2025-2029.pdf,13279.4,Marion_CUSD_2
211000020,1724600,Marion CUSD 2,Williamson,http://www.marionunit2.org,Unknown,Secretarial_Contract_2025-2029.pdf,929.8,Marion_CUSD_2
500820400,1724650,Marissa CUSD 40,Saint Clair,http://www.marissa40.org,Unknown,MEA_Contract_FY25-FY27.pdf,270.0,Marissa_CUSD_40
390550020,1724750,Maroa Forsyth CUSD 2,Macon,http://www.mfschools.net,CBA (Unit Unspecified),CBA_2015-2016.pdf,155.7,Maroa_Forsyth_CUSD_2
390550020,1724750,Maroa Forsyth CUSD 2,Macon,http://www.mfschools.net,CBA (Unit Unspecified),CBA_2016-2018.pdf,781.7,Maroa_Forsyth_CUSD_2
390550020,1724750,Maroa Forsyth CUSD 2,Macon,http://www.mfschools.net,CBA (Unit Unspecified),CBA_2018-2022.pdf,1191.0,Maroa_Forsyth_CUSD_2
390550020,1724750,Maroa Forsyth CUSD 2,Macon,http://www.mfschools.net,CBA (Unit Unspecified),CBA_2022-2026.pdf,13121.9,Maroa_Forsyth_CUSD_2
390550020,1724750,Maroa Forsyth CUSD 2,Macon,http://www.mfschools.net,CBA (Unit Unspecified),CBA_2022.pdf,13267.7,Maroa_Forsyth_CUSD_2
390550020,1724750,Maroa Forsyth CUSD 2,Macon,http://www.mfschools.net,CBA (Unit Unspecified),CBA_2026-2029.pdf,550.3,Maroa_Forsyth_CUSD_2
390550020,1724750,Maroa Forsyth CUSD 2,Macon,http://www.mfschools.net,CBA (Unit Unspecified),Placement_Matrix_CBA_2026-2029.pdf,68.3,Maroa_Forsyth_CUSD_2
190220150,1724780,Marquardt SD 15,Dupage,,CBA (Unit Unspecified),CBA22-26FULL.pdf,2572.2,Marquardt_SD_15
350501500,1705466,Marseilles ESD 150,La Salle,http://mes150.org,Unknown,ESP_Contract_2023-2028.pdf,1513.6,Marseilles_ESD_150
350501500,1705466,Marseilles ESD 150,La Salle,http://mes150.org,Teachers,MEA_Teacher_Contract_2017-2022.pdf,689.7,Marseilles_ESD_150
350501500,1705466,Marseilles ESD 150,La Salle,http://mes150.org,Teachers,MEA_Teacher_Contract_2022-2027.pdf,2678.3,Marseilles_ESD_150
350501500,1705466,Marseilles ESD 150,La Salle,http://mes150.org,Support Staff,Support_Staff_Contract_2018-2023.pdf,310.8,Marseilles_ESD_150
